2025-05-01 01:11:53,899 - MainProcess - INFO - Starting Transformer model training and evaluation...
2025-05-01 01:16:58,615 - MainProcess - INFO - Finished epoch 2 for GOOGL (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.014141
2025-05-01 01:16:58,615 - MainProcess - INFO - Starting epoch 3 for GOOGL (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:16:59,483 - MainProcess - INFO - Finished epoch 3 for GOOGL (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.007183
2025-05-01 01:16:59,484 - MainProcess - INFO - Starting epoch 4 for GOOGL (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:17:00,342 - MainProcess - INFO - Finished epoch 4 for GOOGL (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.008977
2025-05-01 01:17:00,342 - MainProcess - INFO - Starting epoch 5 for GOOGL (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:17:01,192 - MainProcess - INFO - Finished epoch 5 for GOOGL (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.009749
2025-05-01 01:17:03,723 - MainProcess - INFO - Starting epoch 1 for AVGO (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:17:06,068 - MainProcess - INFO - Finished epoch 1 for AVGO (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.345835
2025-05-01 01:17:06,068 - MainProcess - INFO - Starting epoch 2 for AVGO (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:17:06,699 - MainProcess - INFO - Finished epoch 2 for AVGO (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.054201
2025-05-01 01:17:06,699 - MainProcess - INFO - Starting epoch 3 for AVGO (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:17:07,332 - MainProcess - INFO - Finished epoch 3 for AVGO (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.013655
2025-05-01 01:17:07,332 - MainProcess - INFO - Starting epoch 4 for AVGO (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:17:07,948 - MainProcess - INFO - Finished epoch 4 for AVGO (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.003144
2025-05-01 01:17:07,948 - MainProcess - INFO - Starting epoch 5 for AVGO (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:17:08,579 - MainProcess - INFO - Finished epoch 5 for AVGO (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.002578
2025-05-01 01:17:09,334 - MainProcess - INFO - Starting epoch 1 for GOOGL (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:17:13,149 - MainProcess - INFO - Finished epoch 1 for GOOGL (Hyperparameter Set 1, walk-forward step 800) - Loss: 2.081870
2025-05-01 01:17:13,149 - MainProcess - INFO - Starting epoch 2 for GOOGL (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:17:14,082 - MainProcess - INFO - Finished epoch 2 for GOOGL (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.452730
2025-05-01 01:17:14,082 - MainProcess - INFO - Starting epoch 3 for GOOGL (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:17:15,017 - MainProcess - INFO - Finished epoch 3 for GOOGL (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.120508
2025-05-01 01:17:15,017 - MainProcess - INFO - Starting epoch 4 for GOOGL (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:17:15,970 - MainProcess - INFO - Finished epoch 4 for GOOGL (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.016769
2025-05-01 01:17:15,971 - MainProcess - INFO - Starting epoch 5 for GOOGL (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:17:16,900 - MainProcess - INFO - Finished epoch 5 for GOOGL (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.014868
2025-05-01 01:17:17,826 - MainProcess - INFO - Starting epoch 1 for AVGO (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:17:20,269 - MainProcess - INFO - Finished epoch 1 for AVGO (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.985994
2025-05-01 01:17:20,270 - MainProcess - INFO - Starting epoch 2 for AVGO (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:17:20,899 - MainProcess - INFO - Finished epoch 2 for AVGO (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.223704
2025-05-01 01:17:20,899 - MainProcess - INFO - Starting epoch 3 for AVGO (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:17:21,534 - MainProcess - INFO - Finished epoch 3 for AVGO (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.059058
2025-05-01 01:17:21,534 - MainProcess - INFO - Starting epoch 4 for AVGO (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:17:22,134 - MainProcess - INFO - Finished epoch 4 for AVGO (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.003275
2025-05-01 01:17:22,135 - MainProcess - INFO - Starting epoch 5 for AVGO (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:17:22,745 - MainProcess - INFO - Finished epoch 5 for AVGO (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.004614
2025-05-01 01:17:24,887 - MainProcess - INFO - Starting epoch 1 for GOOGL (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:17:27,510 - MainProcess - INFO - Finished epoch 1 for GOOGL (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.024044
2025-05-01 01:17:27,510 - MainProcess - INFO - Starting epoch 2 for GOOGL (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:17:28,426 - MainProcess - INFO - Finished epoch 2 for GOOGL (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.008041
2025-05-01 01:17:28,426 - MainProcess - INFO - Starting epoch 3 for GOOGL (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:17:29,323 - MainProcess - INFO - Finished epoch 3 for GOOGL (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.004368
2025-05-01 01:17:29,325 - MainProcess - INFO - Starting epoch 4 for GOOGL (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:17:30,262 - MainProcess - INFO - Finished epoch 4 for GOOGL (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.003169
2025-05-01 01:17:30,262 - MainProcess - INFO - Starting epoch 5 for GOOGL (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:17:30,691 - MainProcess - INFO - Starting epoch 1 for AVGO (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:17:31,321 - MainProcess - INFO - Finished epoch 5 for GOOGL (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.002958
2025-05-01 01:17:32,901 - MainProcess - INFO - Finished epoch 1 for AVGO (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.017286
2025-05-01 01:17:32,901 - MainProcess - INFO - Starting epoch 2 for AVGO (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:17:33,560 - MainProcess - INFO - Finished epoch 2 for AVGO (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.008630
2025-05-01 01:17:33,560 - MainProcess - INFO - Starting epoch 3 for AVGO (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:17:35,820 - MainProcess - INFO - Starting epoch 1 for TSLA (Hyperparameter Set 1, initial training)
2025-05-01 01:17:37,087 - MainProcess - INFO - Finished epoch 3 for AVGO (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.000935
2025-05-01 01:17:37,088 - MainProcess - INFO - Starting epoch 4 for AVGO (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:17:38,170 - MainProcess - INFO - Finished epoch 1 for TSLA (Hyperparameter Set 1, initial training) - Loss: 0.068489
2025-05-01 01:17:38,170 - MainProcess - INFO - Starting epoch 2 for TSLA (Hyperparameter Set 1, initial training)
2025-05-01 01:17:38,298 - MainProcess - INFO - Finished epoch 4 for AVGO (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.000716
2025-05-01 01:17:38,298 - MainProcess - INFO - Starting epoch 5 for AVGO (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:17:38,855 - MainProcess - INFO - Finished epoch 2 for TSLA (Hyperparameter Set 1, initial training) - Loss: 0.032190
2025-05-01 01:17:38,855 - MainProcess - INFO - Starting epoch 3 for TSLA (Hyperparameter Set 1, initial training)
2025-05-01 01:17:39,253 - MainProcess - INFO - Finished epoch 5 for AVGO (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.000580
2025-05-01 01:17:39,478 - MainProcess - INFO - Finished epoch 3 for TSLA (Hyperparameter Set 1, initial training) - Loss: 0.013360
2025-05-01 01:17:39,478 - MainProcess - INFO - Starting epoch 4 for TSLA (Hyperparameter Set 1, initial training)
2025-05-01 01:17:39,956 - MainProcess - INFO - Finished epoch 4 for TSLA (Hyperparameter Set 1, initial training) - Loss: 0.005952
2025-05-01 01:17:39,956 - MainProcess - INFO - Starting epoch 5 for TSLA (Hyperparameter Set 1, initial training)
2025-05-01 01:17:40,433 - MainProcess - INFO - Finished epoch 5 for TSLA (Hyperparameter Set 1, initial training) - Loss: 0.001659
2025-05-01 01:17:45,480 - MainProcess - INFO - Starting epoch 1 for AVGO (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:17:47,116 - MainProcess - INFO - Starting epoch 1 for TSLA (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:17:47,891 - MainProcess - INFO - Finished epoch 1 for AVGO (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.759148
2025-05-01 01:17:47,891 - MainProcess - INFO - Starting epoch 2 for AVGO (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:17:49,311 - MainProcess - INFO - Finished epoch 2 for AVGO (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.085117
2025-05-01 01:17:49,312 - MainProcess - INFO - Starting epoch 3 for AVGO (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:17:49,428 - MainProcess - INFO - Finished epoch 1 for TSLA (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.018550
2025-05-01 01:17:49,429 - MainProcess - INFO - Starting epoch 2 for TSLA (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:17:50,114 - MainProcess - INFO - Finished epoch 2 for TSLA (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.004405
2025-05-01 01:17:50,115 - MainProcess - INFO - Starting epoch 3 for TSLA (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:17:50,308 - MainProcess - INFO - Finished epoch 3 for AVGO (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.119140
2025-05-01 01:17:50,308 - MainProcess - INFO - Starting epoch 4 for AVGO (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:17:50,769 - MainProcess - INFO - Finished epoch 3 for TSLA (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.003216
2025-05-01 01:17:50,770 - MainProcess - INFO - Starting epoch 4 for TSLA (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:17:51,243 - MainProcess - INFO - Finished epoch 4 for AVGO (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.032673
2025-05-01 01:17:51,243 - MainProcess - INFO - Starting epoch 5 for AVGO (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:17:51,459 - MainProcess - INFO - Finished epoch 4 for TSLA (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.002598
2025-05-01 01:17:51,459 - MainProcess - INFO - Starting epoch 5 for TSLA (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:17:52,140 - MainProcess - INFO - Finished epoch 5 for TSLA (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.002468
2025-05-01 01:17:52,155 - MainProcess - INFO - Finished epoch 5 for AVGO (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.007955
2025-05-01 01:17:55,802 - MainProcess - INFO - Starting epoch 1 for LLY (Hyperparameter Set 1, initial training)
2025-05-01 01:17:58,468 - MainProcess - INFO - Finished epoch 1 for LLY (Hyperparameter Set 1, initial training) - Loss: 0.086857
2025-05-01 01:17:58,468 - MainProcess - INFO - Starting epoch 2 for LLY (Hyperparameter Set 1, initial training)
2025-05-01 01:17:59,445 - MainProcess - INFO - Finished epoch 2 for LLY (Hyperparameter Set 1, initial training) - Loss: 0.015497
2025-05-01 01:17:59,446 - MainProcess - INFO - Starting epoch 3 for LLY (Hyperparameter Set 1, initial training)
2025-05-01 01:18:00,413 - MainProcess - INFO - Finished epoch 3 for LLY (Hyperparameter Set 1, initial training) - Loss: 0.001177
2025-05-01 01:18:00,414 - MainProcess - INFO - Starting epoch 4 for LLY (Hyperparameter Set 1, initial training)
2025-05-01 01:18:01,245 - MainProcess - INFO - Starting epoch 1 for TSLA (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:18:01,422 - MainProcess - INFO - Finished epoch 4 for LLY (Hyperparameter Set 1, initial training) - Loss: 0.000500
2025-05-01 01:18:01,423 - MainProcess - INFO - Starting epoch 5 for LLY (Hyperparameter Set 1, initial training)
2025-05-01 01:18:02,966 - MainProcess - INFO - Finished epoch 5 for LLY (Hyperparameter Set 1, initial training) - Loss: 0.000594
2025-05-01 01:18:03,569 - MainProcess - INFO - Finished epoch 1 for TSLA (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.321286
2025-05-01 01:18:03,569 - MainProcess - INFO - Starting epoch 2 for TSLA (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:18:04,129 - MainProcess - INFO - Finished epoch 2 for TSLA (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.049789
2025-05-01 01:18:04,130 - MainProcess - INFO - Starting epoch 3 for TSLA (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:18:04,682 - MainProcess - INFO - Finished epoch 3 for TSLA (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.020693
2025-05-01 01:18:04,682 - MainProcess - INFO - Starting epoch 4 for TSLA (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:18:05,235 - MainProcess - INFO - Finished epoch 4 for TSLA (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.011906
2025-05-01 01:18:05,236 - MainProcess - INFO - Starting epoch 5 for TSLA (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:18:05,795 - MainProcess - INFO - Finished epoch 5 for TSLA (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.009097
2025-05-01 01:18:09,789 - MainProcess - INFO - Starting epoch 1 for LLY (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:18:12,338 - MainProcess - INFO - Finished epoch 1 for LLY (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.030219
2025-05-01 01:18:12,338 - MainProcess - INFO - Starting epoch 2 for LLY (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:18:12,927 - MainProcess - INFO - Starting epoch 1 for TSLA (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:18:13,420 - MainProcess - INFO - Finished epoch 2 for LLY (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.003251
2025-05-01 01:18:13,421 - MainProcess - INFO - Starting epoch 3 for LLY (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:18:15,079 - MainProcess - INFO - Finished epoch 3 for LLY (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.001892
2025-05-01 01:18:15,080 - MainProcess - INFO - Starting epoch 4 for LLY (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:18:15,414 - MainProcess - INFO - Finished epoch 1 for TSLA (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.082794
2025-05-01 01:18:15,414 - MainProcess - INFO - Starting epoch 2 for TSLA (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:18:16,234 - MainProcess - INFO - Finished epoch 2 for TSLA (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.020250
2025-05-01 01:18:16,235 - MainProcess - INFO - Starting epoch 3 for TSLA (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:18:16,601 - MainProcess - INFO - Finished epoch 4 for LLY (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.000798
2025-05-01 01:18:16,602 - MainProcess - INFO - Starting epoch 5 for LLY (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:18:17,054 - MainProcess - INFO - Finished epoch 3 for TSLA (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.015474
2025-05-01 01:18:17,054 - MainProcess - INFO - Starting epoch 4 for TSLA (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:18:17,855 - MainProcess - INFO - Finished epoch 4 for TSLA (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.016213
2025-05-01 01:18:17,856 - MainProcess - INFO - Starting epoch 5 for TSLA (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:18:17,925 - MainProcess - INFO - Finished epoch 5 for LLY (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.000358
2025-05-01 01:18:19,315 - MainProcess - INFO - Finished epoch 5 for TSLA (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.022725
2025-05-01 01:18:25,796 - MainProcess - INFO - Starting epoch 1 for LLY (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:18:26,550 - MainProcess - INFO - Starting epoch 1 for TSLA (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:18:29,529 - MainProcess - INFO - Finished epoch 1 for TSLA (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.423521
2025-05-01 01:18:29,529 - MainProcess - INFO - Starting epoch 2 for TSLA (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:18:29,761 - MainProcess - INFO - Finished epoch 1 for LLY (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.045711
2025-05-01 01:18:29,761 - MainProcess - INFO - Starting epoch 2 for LLY (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:18:30,438 - MainProcess - INFO - Starting Transformer model training and evaluation...
2025-05-01 01:18:30,539 - MainProcess - INFO - Finished epoch 2 for TSLA (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.071020
2025-05-01 01:18:30,539 - MainProcess - INFO - Starting epoch 3 for TSLA (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:18:30,826 - MainProcess - INFO - 
===== Starting Hyperparameter Set 1: {'batch_size': 128, 'epochs': 5, 'walkforward_retrain_step': 200} =====
2025-05-01 01:18:30,980 - MainProcess - INFO - Starting epoch 1 for MSFT (Hyperparameter Set 1, initial training)
2025-05-01 01:18:30,980 - MainProcess - INFO - Starting epoch 1 for AAPL (Hyperparameter Set 1, initial training)
2025-05-01 01:18:31,221 - MainProcess - INFO - Finished epoch 2 for LLY (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.001955
2025-05-01 01:18:31,224 - MainProcess - INFO - Starting epoch 3 for LLY (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:18:31,487 - MainProcess - INFO - Finished epoch 3 for TSLA (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.018077
2025-05-01 01:18:31,490 - MainProcess - INFO - Starting epoch 4 for TSLA (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:18:32,600 - MainProcess - INFO - Finished epoch 4 for TSLA (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.006478
2025-05-01 01:18:32,604 - MainProcess - INFO - Starting epoch 5 for TSLA (Hyperparameter Set 1, walk-forward step 800)
2025-05-01 01:18:32,856 - MainProcess - INFO - Finished epoch 3 for LLY (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.000203
2025-05-01 01:18:32,856 - MainProcess - INFO - Starting epoch 4 for LLY (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:18:35,152 - MainProcess - INFO - Finished epoch 5 for TSLA (Hyperparameter Set 1, walk-forward step 800) - Loss: 0.004867
2025-05-01 01:18:36,317 - MainProcess - INFO - Finished epoch 4 for LLY (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.000081
2025-05-01 01:18:36,318 - MainProcess - INFO - Starting epoch 5 for LLY (Hyperparameter Set 1, walk-forward step 400)
2025-05-01 01:18:36,437 - MainProcess - INFO - Finished epoch 1 for MSFT (Hyperparameter Set 1, initial training) - Loss: 0.081276
2025-05-01 01:18:36,438 - MainProcess - INFO - Finished epoch 1 for AAPL (Hyperparameter Set 1, initial training) - Loss: 0.087623
2025-05-01 01:18:36,438 - MainProcess - INFO - Starting epoch 2 for MSFT (Hyperparameter Set 1, initial training)
2025-05-01 01:18:36,438 - MainProcess - INFO - Starting epoch 2 for AAPL (Hyperparameter Set 1, initial training)
2025-05-01 01:18:38,303 - MainProcess - INFO - Finished epoch 2 for AAPL (Hyperparameter Set 1, initial training) - Loss: 0.009233
2025-05-01 01:18:38,304 - MainProcess - INFO - Starting epoch 3 for AAPL (Hyperparameter Set 1, initial training)
2025-05-01 01:18:38,310 - MainProcess - INFO - Finished epoch 2 for MSFT (Hyperparameter Set 1, initial training) - Loss: 0.008271
2025-05-01 01:18:38,311 - MainProcess - INFO - Starting epoch 3 for MSFT (Hyperparameter Set 1, initial training)
2025-05-01 01:18:38,324 - MainProcess - INFO - Finished epoch 5 for LLY (Hyperparameter Set 1, walk-forward step 400) - Loss: 0.000069
2025-05-01 01:18:39,763 - MainProcess - INFO - Finished epoch 3 for AAPL (Hyperparameter Set 1, initial training) - Loss: 0.002680
2025-05-01 01:18:39,763 - MainProcess - INFO - Starting epoch 4 for AAPL (Hyperparameter Set 1, initial training)
2025-05-01 01:18:39,779 - MainProcess - INFO - Finished epoch 3 for MSFT (Hyperparameter Set 1, initial training) - Loss: 0.004415
2025-05-01 01:18:39,780 - MainProcess - INFO - Starting epoch 4 for MSFT (Hyperparameter Set 1, initial training)
2025-05-01 01:18:41,140 - MainProcess - INFO - Finished epoch 4 for AAPL (Hyperparameter Set 1, initial training) - Loss: 0.001477
2025-05-01 01:18:41,140 - MainProcess - INFO - Finished epoch 4 for MSFT (Hyperparameter Set 1, initial training) - Loss: 0.003006
2025-05-01 01:18:41,142 - MainProcess - INFO - Starting epoch 5 for AAPL (Hyperparameter Set 1, initial training)
2025-05-01 01:18:41,142 - MainProcess - INFO - Starting epoch 5 for MSFT (Hyperparameter Set 1, initial training)
2025-05-01 01:18:42,647 - MainProcess - INFO - Finished epoch 5 for AAPL (Hyperparameter Set 1, initial training) - Loss: 0.000658
2025-05-01 01:18:43,465 - MainProcess - INFO - Finished epoch 5 for MSFT (Hyperparameter Set 1, initial training) - Loss: 0.001392
2025-05-01 01:18:46,625 - MainProcess - INFO - Starting epoch 1 for TSLA (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:18:49,675 - MainProcess - INFO - Finished epoch 1 for TSLA (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.070945
2025-05-01 01:18:49,676 - MainProcess - INFO - Starting epoch 2 for TSLA (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:18:50,525 - MainProcess - INFO - Starting epoch 1 for LLY (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:18:50,651 - MainProcess - INFO - Finished epoch 2 for TSLA (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.028814
2025-05-01 01:18:50,653 - MainProcess - INFO - Starting epoch 3 for TSLA (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:18:51,552 - MainProcess - INFO - Finished epoch 3 for TSLA (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.009497
2025-05-01 01:18:51,554 - MainProcess - INFO - Starting epoch 4 for TSLA (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:18:53,105 - MainProcess - INFO - Finished epoch 4 for TSLA (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.003307
2025-05-01 01:18:53,105 - MainProcess - INFO - Starting epoch 5 for TSLA (Hyperparameter Set 1, walk-forward step 1000)
2025-05-01 01:18:54,218 - MainProcess - INFO - Finished epoch 1 for LLY (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.013401
2025-05-01 01:18:54,218 - MainProcess - INFO - Starting epoch 2 for LLY (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:18:54,339 - MainProcess - INFO - Finished epoch 5 for TSLA (Hyperparameter Set 1, walk-forward step 1000) - Loss: 0.002346
2025-05-01 01:18:55,576 - MainProcess - INFO - Finished epoch 2 for LLY (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.001728
2025-05-01 01:18:55,578 - MainProcess - INFO - Starting epoch 3 for LLY (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:18:55,582 - MainProcess - INFO - Starting epoch 1 for MSFT (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:18:55,907 - MainProcess - INFO - Starting epoch 1 for AAPL (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:18:57,067 - MainProcess - INFO - Finished epoch 3 for LLY (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.000659
2025-05-01 01:18:57,068 - MainProcess - INFO - Starting epoch 4 for LLY (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:19:04,738 - MainProcess - INFO - Finished epoch 4 for LLY (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.000919
2025-05-01 01:19:04,739 - MainProcess - INFO - Starting epoch 5 for LLY (Hyperparameter Set 1, walk-forward step 600)
2025-05-01 01:19:05,402 - MainProcess - INFO - Finished epoch 1 for AAPL (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.075377
2025-05-01 01:19:05,403 - MainProcess - INFO - Starting epoch 2 for AAPL (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:19:05,544 - MainProcess - INFO - Finished epoch 1 for MSFT (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.221052
2025-05-01 01:19:05,544 - MainProcess - INFO - Starting epoch 2 for MSFT (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:19:07,057 - MainProcess - INFO - Finished epoch 5 for LLY (Hyperparameter Set 1, walk-forward step 600) - Loss: 0.000658
2025-05-01 01:19:07,264 - MainProcess - INFO - Finished epoch 2 for AAPL (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.021206
2025-05-01 01:19:07,266 - MainProcess - INFO - Starting epoch 3 for AAPL (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:19:07,474 - MainProcess - INFO - Finished epoch 2 for MSFT (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.113237
2025-05-01 01:19:07,475 - MainProcess - INFO - Starting epoch 3 for MSFT (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:19:08,620 - MainProcess - INFO - Finished epoch 3 for AAPL (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.008477
2025-05-01 01:19:08,620 - MainProcess - INFO - Starting epoch 4 for AAPL (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:19:08,949 - MainProcess - INFO - Finished epoch 3 for MSFT (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.026857
2025-05-01 01:19:08,949 - MainProcess - INFO - Starting epoch 4 for MSFT (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:19:09,989 - MainProcess - INFO - Finished epoch 4 for AAPL (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.004383
2025-05-01 01:19:09,990 - MainProcess - INFO - Starting epoch 5 for AAPL (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:19:10,412 - MainProcess - INFO - Finished epoch 4 for MSFT (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.014487
2025-05-01 01:19:10,413 - MainProcess - INFO - Starting epoch 5 for MSFT (Hyperparameter Set 1, walk-forward step 200)
2025-05-01 01:19:11,406 - MainProcess - INFO - Finished epoch 5 for AAPL (Hyperparameter Set 1, walk-forward step 200) - Loss: 0.001298
